bill_id,date,chamber,sequence,action
1894817,2025-02-14,Senate,6,"Re-referred to Coms. on E. & C.A. and APPR."
1894817,2025-03-20,Senate,7,"Set for hearing April 1."
1894817,2025-04-01,Senate,8,"From committee: Do pass as amended and re-refer to Com. on APPR. (Ayes 4. Noes 1.) (April 1)."
1894817,2025-04-02,Senate,9,"Read second time and amended. Re-referred to Com. on APPR."
1894817,2025-04-04,Senate,10,"Set for hearing April 21."
1894818,2024-12-05,Senate,1,"Introduced. To Com. on RLS. for assignment. To print."
1894818,2024-12-06,Senate,2,"From printer. May be acted upon on or after January 5."
1894818,2025-01-06,Senate,3,"Read first time."
1894818,2025-01-29,Senate,4,"Referred to Com. on RLS."
1894818,2025-02-25,Senate,5,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on RLS."
1894818,2025-03-05,Senate,6,"Re-referred to Coms. on HEALTH and JUD."
1894818,2025-03-06,Senate,7,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on HEALTH."
1894818,2025-03-28,Senate,8,"Set for hearing April 9."
1894818,2025-04-01,Senate,9,"April 9 hearing postponed by committee."
1894818,2025-04-01,Senate,10,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on HEALTH."
1894818,2025-04-02,Senate,11,"Set for hearing April 23."
1894818,2025-04-09,Senate,12,"Set for hearing April 29 in JUD. pending receipt."
1894819,2024-12-05,Senate,1,"Introduced. To Com. on RLS. for assignment. To print."
1894819,2024-12-06,Senate,2,"From printer. May be acted upon on or after January 5."
1894819,2025-01-06,Senate,3,"Read first time."
1894819,2025-01-29,Senate,4,"Referred to Com. on RLS."
1894819,2025-03-05,Senate,5,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on RLS."
1894819,2025-03-12,Senate,6,"Re-referred to Coms. on B. P. & E.D. and JUD."
1894819,2025-03-24,Senate,7,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on B. P. & E.D."
1894819,2025-03-27,Senate,8,"Withdrawn from committee."
1894819,2025-03-27,Senate,9,"Re-referred to Com. on JUD."
1894819,2025-04-08,Senate,10,"Set for hearing April 22."
1894819,2025-04-08,Senate,11,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on JUD."
1894820,2024-12-05,Senate,1,"Introduced. Referred to Com. on RLS."
1894820,2025-01-09,Senate,2,"From committee: Ordered to third reading."
1894820,2025-01-17,Senate,3,"Read. Adopted. (Ayes 32. Noes 0. Page 66.) Ordered to the Assembly."
1894820,2025-01-17,Assembly,4,"In Assembly. Held at Desk."
1894820,2025-01-23,Assembly,5,"Referred to Com. on RLS."
1894820,2025-02-10,Assembly,6,"From committee: Be adopted. Ordered to consent calendar. (Ayes 9. Noes 0.) (February 10)."
1894820,2025-02-14,Assembly,7,"Read. Adopted. (Page 356.) Ordered to the Senate."
1894820,2025-02-14,Senate,8,"In Senate. Ordered to engrossing and enrolling."
1894820,2025-02-21,,9,"Enrolled and filed with the Secretary of State at 2 p.m."
1894820,2025-02-21,,10,"Chaptered by Secretary of State. Res. Chapter 8, Statutes of 2025."
1895841,2024-12-10,Assembly,1,"Introduced. To print."
1895841,2024-12-11,Assembly,2,"From printer. May be heard in committee January 10."
1895841,2025-01-06,Assembly,3,"Read first time."
1895841,2025-02-03,Assembly,4,"Referred to Com. on INS."
1895841,2025-04-02,Assembly,5,"From committee: Do pass and re-refer to Com. on APPR. with recommendation: To Consent Calendar. (Ayes 17. Noes 0.) (April 2). Re-referred to Com. on APPR."
1896226,2024-12-11,Assembly,1,"Introduced. To print."
1896226,2024-12-12,Assembly,2,"From printer. May be heard in committee January 11."
1896226,2025-01-06,Assembly,3,"Read first time."
1896226,2025-02-03,Assembly,4,"Referred to Com. on NAT. RES."
1896226,2025-03-11,Assembly,5,"From committee chair, with author's amendments: Amend, and re-refer to Com. on NAT. RES. Read second time and amended."
1896226,2025-03-12,Assembly,6,"Re-referred to Com. on NAT. RES."
1896226,2025-03-25,Assembly,7,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 13. Noes 0.) (March 24). Re-referred to Com. on APPR."
1896226,2025-04-09,Assembly,8,"In committee: Set, first hearing. Referred to APPR. suspense file."
1896227,2024-12-11,Assembly,1,"Introduced. To print."
1896227,2024-12-12,Assembly,2,"From printer. May be heard in committee January 11."
1896227,2025-01-06,Assembly,3,"Read first time."
1896227,2025-02-18,Assembly,4,"Referred to Com. on PUB. S."
1896227,2025-03-04,Assembly,5,"From committee: Amend, and do pass as amended and re-refer to Com. on APPR. (Ayes 9. Noes 0.) (March 4)."
1896227,2025-03-05,Assembly,6,"Read second time and amended."
1896227,2025-03-06,Assembly,7,"Re-referred to Com. on APPR."
1896227,2025-04-09,Assembly,8,"In committee: Set, first hearing. Referred to APPR. suspense file."
1896624,2024-12-12,Assembly,1,"Introduced. To print."
1896624,2024-12-13,Assembly,2,"From printer. May be heard in committee January 12."
1896624,2025-01-06,Assembly,3,"Read first time."
1896624,2025-02-03,Assembly,4,"Referred to Com. on Elections."
1896624,2025-03-20,Assembly,5,"In committee: Set, first hearing. Hearing canceled at the request of author."
1896625,2024-12-12,Assembly,1,"Introduced. To print."
1896625,2024-12-13,Assembly,2,"From printer. May be heard in committee January 12."
1896625,2025-01-06,Assembly,3,"Read first time."
1896625,2025-02-03,Assembly,4,"Referred to Com. on Health."
1896625,2025-03-26,Assembly,5,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 14. Noes 0.) (March 25). Re-referred to Com. on APPR."
1896625,2025-04-09,Assembly,6,"In committee: Set, first hearing. Referred to APPR. suspense file."
1896626,2024-12-12,Assembly,1,"Introduced. To print."
1896626,2024-12-13,Assembly,2,"From printer."
1896626,2025-03-24,Assembly,3,"Referred to Com. on RLS."
1896626,2025-03-24,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on RLS. Amended."
1896626,2025-03-25,Assembly,5,"Re-referred to Com. on RLS."
1896626,2025-03-28,Assembly,6,"From committee: Be adopted. Ordered to Third Reading. (Ayes 7. Noes 0.) (March 28)."
1896626,2025-04-01,Assembly,7,"Coauthors revised."
1896626,2025-04-01,Assembly,8,"Adopted and to Senate."
1896626,2025-04-02,Senate,9,"In Senate. To Com. on RLS."
1896626,2025-04-09,Senate,10,"From committee: Ordered to third reading."
1896627,2024-12-12,Assembly,1,"Introduced. To print."
1896627,2024-12-13,Assembly,2,"From printer."
1896627,2025-01-13,Assembly,3,"Without reference to committee."
1896627,2025-01-13,Assembly,4,"Ordered to second reading."
1896627,2025-01-14,Assembly,5,"Read second time. Ordered to third reading."
1896627,2025-01-17,Assembly,6,"Coauthors revised."
1896627,2025-01-17,Assembly,7,"Adopted and to Senate. (Page 204.)"
1896627,2025-01-21,Senate,8,"In Senate. To Com. on RLS."
1896627,2025-01-29,Senate,9,"Introduced measure version corrected."
1896627,2025-01-29,Senate,10,"From committee: Ordered to third reading."
1896627,2025-02-04,Senate,11,"Ordered to special consent calendar."
1896627,2025-02-06,Senate,12,"Adopted and to Assembly. (Ayes 37. Noes 0. Page 157.)"
1896627,2025-02-06,Assembly,13,"In Assembly. Ordered to Engrossing and Enrolling."
1896627,2025-02-13,,14,"Enrolled and filed with the Secretary of State at 11:30 a.m."
1896627,2025-02-13,,15,"Chaptered by Secretary of State - Res. Chapter 4, Statutes of 2025."
1896628,2024-12-12,Senate,1,"Introduced. To Com. on RLS. for assignment. To print."
1896628,2024-12-13,Senate,2,"From printer. May be acted upon on or after January 12."
1896628,2025-01-06,Senate,3,"Read first time."
1896628,2025-01-29,Senate,4,"Referred to Com. on E.Q."
1896628,2025-02-24,Senate,5,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on E.Q."
1896628,2025-02-25,Senate,6,"Set for hearing March 5."
1896628,2025-02-27,Senate,7,"March 5 hearing postponed by committee."
1896628,2025-03-03,Senate,8,"Set for hearing March 19."
1896628,2025-03-05,Senate,9,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on E.Q."
1896628,2025-03-19,Senate,10,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 5. Noes 2.) (March 19). Re-referred to Com. on APPR."
1896628,2025-03-28,Senate,11,"Set for hearing April 7."
1896628,2025-04-07,Senate,12,"April 7 hearing: Placed on APPR. suspense file."
1896629,2024-12-12,Senate,1,"Introduced. To Com. on RLS. for assignment. To print."
1896629,2024-12-13,Senate,2,"From printer. May be acted upon on or after January 12."
1896629,2025-01-06,Senate,3,"Read first time."
1896629,2025-01-29,Senate,4,"Referred to Com. on RLS."
1896630,2024-12-12,Senate,1,"Introduced. To Com. on RLS. for assignment. To print."
1896630,2024-12-13,Senate,2,"From printer. May be acted upon on or after January 12."
1896630,2025-01-06,Senate,3,"Read first time."
1896630,2025-01-29,Senate,4,"Referred to Com. on RLS."
1896630,2025-03-26,Senate,5,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on RLS."
1896630,2025-04-02,Senate,6,"Re-referred to Com. on JUD."
1896630,2025-04-04,Senate,7,"Set for hearing May 6."
1896849,2024-12-13,Assembly,1,"Introduced. To print."
1896849,2024-12-14,Assembly,2,"From printer. May be heard in committee January 13."
1896849,2025-01-06,Assembly,3,"Read first time."
1896850,2024-12-13,Assembly,1,"Introduced. To print."
1896850,2024-12-14,Assembly,2,"From printer."
1896850,2025-01-06,Assembly,3,"Without reference to committee."
1896850,2025-01-06,Assembly,4,"Ordered to second reading."
1896850,2025-01-07,Assembly,5,"Read second time. Ordered to third reading."
1896850,2025-01-09,Assembly,6,"Coauthors revised."
1896850,2025-01-09,Assembly,7,"Adopted and to Senate. (Page 144.)"
1896850,2025-01-13,Senate,8,"In Senate. To Com. on RLS."
1896850,2025-01-22,Senate,9,"From committee: Ordered to third reading."
1896850,2025-01-28,Senate,10,"Ordered to special consent calendar."
1896850,2025-01-29,Senate,11,"Introduced measure version corrected."
1896850,2025-01-30,Senate,12,"Adopted and to Assembly. (Ayes 36. Noes 0. Page 130.)"
1896850,2025-01-30,Assembly,13,"In Assembly. Ordered to Engrossing and Enrolling."
1896850,2025-02-04,,14,"Enrolled and filed with the Secretary of State at 4 p.m."
1896850,2025-02-04,,15,"Chaptered by Secretary of State - Res. Chapter 2, Statutes of 2025."
1897055,2024-12-16,Assembly,1,"Introduced. To print."
1897055,2024-12-17,Assembly,2,"From printer. May be heard in committee January 16."
1897055,2025-01-06,Assembly,3,"Read first time."
1897055,2025-02-03,Assembly,4,"Referred to Coms. on INS. and P. & C.P."
1897055,2025-02-11,Assembly,5,"From committee chair, with author's amendments: Amend, and re-refer to Com. on INS. Read second time and amended."
1897055,2025-02-12,Assembly,6,"Re-referred to Com. on INS."
1897055,2025-04-02,Assembly,7,"From committee: Do pass and re-refer to Com. on P. & C.P. (Ayes 15. Noes 0.) (April 2). Re-referred to Com. on P. & C.P."
1897056,2024-12-16,Assembly,1,"Introduced. To print."
1897056,2024-12-17,Assembly,2,"From printer. May be heard in committee January 16."
1897056,2025-01-06,Assembly,3,"Read first time."
1897056,2025-02-03,Assembly,4,"Referred to Coms. on L. GOV. and H. & C.D."
1897056,2025-03-28,Assembly,5,"From committee chair, with author's amendments: Amend, and re-refer to Com. on L. GOV. Read second time and amended."
1897056,2025-04-01,Assembly,6,"Re-referred to Com. on L. GOV."
1897056,2025-04-10,Assembly,7,"From committee: Amend, and do pass as amended and re-refer to Com. on H. & C.D. (Ayes 8. Noes 1.) (April 9)."
1897057,2024-12-16,Assembly,1,"Introduced. To print."
1897057,2024-12-17,Assembly,2,"From printer."
1897057,2025-01-13,Assembly,3,"Without reference to committee."
1897057,2025-01-13,Assembly,4,"Ordered to second reading."
1897057,2025-01-14,Assembly,5,"Read second time. Ordered to third reading."
1897057,2025-01-21,Assembly,6,"Coauthors revised."
1897057,2025-01-21,Assembly,7,"Adopted and to Senate. (Page 210.)"
1897057,2025-01-22,Senate,8,"In Senate. To Com. on RLS."
1897057,2025-01-29,Senate,9,"Introduced measure version corrected."
1897057,2025-01-29,Senate,10,"From committee: Ordered to third reading."
1897057,2025-02-04,Senate,11,"Ordered to special consent calendar."
1897057,2025-02-06,Senate,12,"Adopted and to Assembly. (Ayes 37. Noes 0. Page 158.)"
1897057,2025-02-06,Assembly,13,"In Assembly. Ordered to Engrossing and Enrolling."
1897057,2025-02-13,,14,"Enrolled and filed with the Secretary of State at 11:30 a.m."
1897057,2025-02-13,,15,"Chaptered by Secretary of State - Res. Chapter 5, Statutes of 2025."
1897058,2024-12-16,Senate,1,"Introduced. To Com. on RLS. for assignment. To print."
1897058,2024-12-17,Senate,2,"From printer. May be acted upon on or after January 16."
1897058,2025-01-06,Senate,3,"Read first time."
1897058,2025-01-29,Senate,4,"Referred to Coms. on ED. and PUB. S."
1897058,2025-03-03,Senate,5,"Set for hearing March 19."
1897058,2025-03-03,Senate,6,"March 19 set for first hearing canceled at the request of author."
1897058,2025-03-19,Senate,7,"Set for hearing April 2."
1897058,2025-03-24,Senate,8,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on ED."
1897058,2025-04-02,Senate,9,"From committee: Do pass and re-refer to Com. on PUB. S. (Ayes 6. Noes 1.) (April 2). Re-referred to Com. on PUB. S."
1897058,2025-04-03,Senate,10,"Withdrawn from committee."
1897058,2025-04-03,Senate,11,"Re-referred to Com. on RLS."
1897058,2025-04-09,Senate,12,"Re-referred to Com. on JUD."
1897058,2025-04-10,Senate,13,"Set for hearing April 29."
1897059,2024-12-16,Senate,1,"Introduced. To Com. on RLS. for assignment. To print."
1897059,2024-12-17,Senate,2,"From printer. May be acted upon on or after January 16."
1897059,2025-01-06,Senate,3,"Read first time."
1897059,2025-02-19,Senate,4,"Referred to Com. on RLS."
1897059,2025-02-20,Senate,5,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on RLS."
1897059,2025-02-25,Senate,6,"Withdrawn from committee."
1897059,2025-02-25,Senate,7,"Ordered to second reading."
1897059,2025-02-26,Senate,8,"Read second time. Ordered to third reading."
1897059,2025-03-17,Senate,9,"Read third time. Urgency clause adopted. Passed. (Ayes 37. Noes 0.) Ordered to the Assembly."
1897059,2025-03-17,Assembly,10,"In Assembly. Read first time. Held at Desk."
1897060,2024-12-16,Senate,1,"Introduced. To Com. on RLS. for assignment. To print."
1897060,2024-12-17,Senate,2,"From printer. May be acted upon on or after January 16."
1897060,2025-01-06,Senate,3,"Read first time."
1897060,2025-01-29,Senate,4,"Referred to Com. on JUD."
1897060,2025-03-13,Senate,5,"Set for hearing April 1."
1897060,2025-04-02,Senate,6,"From committee: Do pass and re-refer to Com. on APPR. with recommendation: To consent calendar. (Ayes 13. Noes 0.) (April 1). Re-referred to Com. on APPR."
1897060,2025-04-04,Senate,7,"Set for hearing April 21."
1897061,2024-12-16,Senate,1,"Introduced. Referred to Com. on RLS."
1897061,2025-02-14,Senate,2,"Re-referred to Com. on JUD."
1897061,2025-02-25,Senate,3,"Set for hearing April 1."
1897061,2025-03-20,Senate,4,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on JUD."
1897061,2025-04-02,Senate,5,"From committee: Be adopted. Ordered to third reading. (Ayes 12. Noes 0.) (April 1)."
1897215,2024-12-17,Assembly,1,"Introduced. To print."
1897215,2024-12-18,Assembly,2,"From printer. May be heard in committee January 17."
1897215,2025-01-06,Assembly,3,"Read first time."
1897215,2025-02-03,Assembly,4,"Referred to Com. on G.O."
1897215,2025-03-19,Assembly,5,"From committee: Do pass and re-refer to Com. on APPR. with recommendation: To Consent Calendar. (Ayes 19. Noes 0.) (March 19). Re-referred to Com. on APPR."
1897216,2024-12-17,Senate,1,"Introduced. Referred to Com. on RLS."
1897216,2025-01-09,Senate,2,"From committee: Ordered to third reading."
1897216,2025-01-13,Senate,3,"Read. Adopted. (Ayes 32. Noes 0. Page 50.) Ordered to the Assembly."
1897216,2025-01-13,Assembly,4,"In Assembly. Held at Desk."
1897216,2025-01-23,Assembly,5,"Referred to Com. on RLS."
1897216,2025-02-04,Assembly,6,"From committee: Be adopted. Ordered to consent calendar. (Ayes 11. Noes 0.) (February 3)."
1897216,2025-02-06,Assembly,7,"Coauthors revised."
1897216,2025-02-06,Assembly,8,"Read. Adopted. (Ayes 72. Noes 0. Page 305.) Ordered to the Senate."
1897216,2025-02-10,Senate,9,"In Senate. Ordered to engrossing and enrolling."
1897216,2025-02-13,,10,"Enrolled and filed with the Secretary of State at 2 p.m."
1897216,2025-02-13,,11,"Chaptered by Secretary of State. Res. Chapter 6, Statutes of 2025."
1897437,2024-12-18,Assembly,1,"Introduced. To print."
1897437,2024-12-19,Assembly,2,"From printer. May be heard in committee January 18."
1897437,2025-01-06,Assembly,3,"Read first time."
1897437,2025-02-03,Assembly,4,"Referred to Com. on JUD."
1897437,2025-03-04,Assembly,5,"From committee: Do pass. To Consent Calendar. (Ayes 12. Noes 0.) (March 4)."
1897437,2025-03-05,Assembly,6,"Read second time. Ordered to Consent Calendar."
1897437,2025-03-10,Assembly,7,"Read third time. Passed. Ordered to the Senate. (Ayes 72. Noes 0. Page 572.)"
1897437,2025-03-11,Senate,8,"In Senate. Read first time. To Com. on RLS. for assignment."
1897438,2024-12-18,Assembly,1,"Introduced. To print."
1897438,2024-12-19,Assembly,2,"From printer. May be heard in committee January 18."
1897438,2025-01-06,Assembly,3,"Read first time."
1897438,2025-02-03,Assembly,4,"Referred to Coms. on HUM. S. and Higher ED."
1897438,2025-03-04,Assembly,5,"From committee chair, with author's amendments: Amend, and re-refer to Com. on HUM. S. Read second time and amended."
1897438,2025-03-05,Assembly,6,"Re-referred to Com. on HUM. S."
1897438,2025-03-11,Assembly,7,"From committee: Do pass and re-refer to Com. on Higher ED. with recommendation: To Consent Calendar. (Ayes 6. Noes 0.) (March 11). Re-referred to Com. on Higher ED."
1897438,2025-03-24,Assembly,8,"From committee chair, with author's amendments: Amend, and re-refer to Com. on Higher ED. Read second time and amended."
1897438,2025-03-25,Assembly,9,"Re-referred to Com. on Higher ED."
1897439,2024-12-18,Senate,1,"Introduced. To Com. on RLS. for assignment. To print."
1897439,2024-12-19,Senate,2,"From printer. May be acted upon on or after January 18."
1897439,2025-01-06,Senate,3,"Read first time."
1897439,2025-01-29,Senate,4,"Referred to Com. on RLS."
1897439,2025-03-17,Senate,5,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on RLS."
1897439,2025-03-26,Senate,6,"Re-referred to Com. on E., U & C."
1897439,2025-04-08,Senate,7,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on E., U & C."
1897439,2025-04-10,Senate,8,"Set for hearing April 21."
1897440,2024-12-18,Senate,1,"Introduced. Referred to Com. on RLS."
1897440,2025-01-22,Senate,2,"From committee: Ordered to third reading."
1897440,2025-03-03,Senate,3,"Read. Adopted. (Ayes 24. Noes 6. Page 304.) Ordered to the Assembly."
1897440,2025-03-03,Assembly,4,"In Assembly. Held at Desk."
1897818,2024-12-19,Assembly,1,"Introduced. To print."
1897818,2024-12-20,Assembly,2,"From printer. May be heard in committee January 19."
1897818,2025-01-06,Assembly,3,"Read first time."
1897818,2025-02-10,Assembly,4,"Referred to Com. on NAT. RES."
1897818,2025-03-12,Assembly,5,"From committee chair, with author's amendments: Amend, and re-refer to Com. on NAT. RES. Read second time and amended."
1897818,2025-03-13,Assembly,6,"Re-referred to Com. on NAT. RES."
1897818,2025-04-08,Assembly,7,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 11. Noes 0.) (April 7). Re-referred to Com. on APPR."
1897819,2024-12-19,Assembly,1,"Introduced. To print."
1897819,2024-12-20,Assembly,2,"From printer. May be heard in committee January 19."
1897819,2025-01-06,Assembly,3,"Read first time."
1897819,2025-02-03,Assembly,4,"Referred to Com. on M. & V.A."
1897819,2025-04-09,Assembly,5,"Coauthors revised."
1897819,2025-04-09,Assembly,6,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 7. Noes 0.) (April 8). Re-referred to Com. on APPR."
1897820,2024-12-19,Senate,1,"Introduced. Referred to Com. on RLS."
1897820,2024-12-19,Senate,2,"(Corrected January 2.)"
1897820,2025-01-09,Senate,3,"From committee: Ordered to third reading."
1897820,2025-01-17,Senate,4,"Read. Adopted. (Ayes 32. Noes 0. Page 67.) Ordered to the Assembly."
1897820,2025-01-17,Assembly,5,"In Assembly. Held at Desk."
1897820,2025-01-23,Assembly,6,"Referred to Com. on RLS."
1897820,2025-02-10,Assembly,7,"From committee: Be adopted. Ordered to consent calendar. (Ayes 9. Noes 0.) (February 10)."
1897820,2025-02-14,Assembly,8,"Read. Adopted. (Page 356.) Ordered to the Senate."
1897820,2025-02-14,Senate,9,"In Senate. Ordered to engrossing and enrolling."
1897820,2025-02-21,,10,"Enrolled and filed with the Secretary of State at 2 p.m."
1897820,2025-02-21,,11,"Chaptered by Secretary of State. Res. Chapter 9, Statutes of 2025."
1898368,2024-12-20,Assembly,1,"Introduced. To print."
1898368,2024-12-21,Assembly,2,"From printer. May be heard in committee January 20."
1898368,2025-01-06,Assembly,3,"Read first time."
1898368,2025-03-28,Assembly,4,"Referred to Coms. on PUB. S. and P. & C.P."
1898368,2025-03-28,Assembly,5,"From committee chair, with author's amendments: Amend, and re-refer to Com. on PUB. S. Read second time and amended."
1898368,2025-04-01,Assembly,6,"Re-referred to Com. on PUB. S."
1898368,2025-04-10,Assembly,7,"From committee chair, with author's amendments: Amend, and re-refer to Com. on PUB. S. Read second time and amended."
1898369,2024-12-20,Assembly,1,"Introduced. To print."
1898369,2024-12-21,Assembly,2,"From printer. May be heard in committee January 20."
1898369,2025-01-06,Assembly,3,"Read first time."
1898369,2025-03-24,Assembly,4,"Referred to Com. on B.&F."
1898369,2025-03-24,Assembly,5,"From committee chair, with author's amendments: Amend, and re-refer to Com. on B.&F. Read second time and amended."
1898369,2025-03-25,Assembly,6,"From committee chair, with author's amendments: Amend, and re-refer to Com. on B.&F. Read second time and amended."
1898369,2025-03-25,Assembly,7,"Re-referred to Com. on B.&F."
1898370,2024-12-20,Assembly,1,"Introduced. To print."
1898370,2024-12-21,Assembly,2,"From printer. May be heard in committee January 20."
1898370,2025-01-06,Assembly,3,"Read first time."
1898370,2025-02-03,Assembly,4,"Referred to Com. on ED."
1898370,2025-03-19,Assembly,5,"From committee chair, with author's amendments: Amend, and re-refer to Com. on ED. Read second time and amended."
1898370,2025-03-20,Assembly,6,"Re-referred to Com. on ED."
1898370,2025-03-24,Assembly,7,"In committee: Hearing postponed by committee."
1898371,2024-12-20,Assembly,1,"Introduced. To print."
1898371,2024-12-21,Assembly,2,"From printer. May be heard in committee January 20."
1898371,2025-01-06,Assembly,3,"Read first time."
1898371,2025-02-03,Assembly,4,"Referred to Com. on PUB. S."
1898371,2025-03-19,Assembly,5,"In committee: Set, first hearing. Hearing canceled at the request of author."
1898371,2025-04-08,Assembly,6,"In committee: Hearing postponed by committee."
1898372,2024-12-20,Assembly,1,"Introduced. To print."
1898372,2024-12-21,Assembly,2,"From printer."
1898372,2025-01-06,Assembly,3,"Referred to Com. on RLS."
1898372,2025-01-06,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on RLS. Amended."
1898372,2025-01-07,Assembly,5,"Re-referred to Com. on RLS."
1898372,2025-01-09,Assembly,6,"Withdrawn from committee."
1898372,2025-01-09,Assembly,7,"Ordered to third reading."
1898372,2025-01-13,Assembly,8,"Coauthors revised."
1898372,2025-01-13,Assembly,9,"Adopted and to Senate. (Page 155.)"
1898372,2025-01-14,Senate,10,"In Senate. To Com. on RLS."
1898372,2025-01-22,Senate,11,"From committee: Ordered to third reading."
1898372,2025-01-28,Senate,12,"Ordered to special consent calendar."
1898372,2025-01-29,Senate,13,"Measure version as amended on January 6 corrected."
1898372,2025-01-30,Senate,14,"Adopted and to Assembly. (Ayes 36. Noes 0. Page 130.)"
1898372,2025-01-30,Assembly,15,"In Assembly. Ordered to Engrossing and Enrolling."
1898372,2025-02-04,,16,"Enrolled and filed with the Secretary of State at 4 p.m."
1898372,2025-02-04,,17,"Chaptered by Secretary of State - Res. Chapter 3, Statutes of 2025."
1898373,2024-12-20,Senate,1,"Introduced. To Com. on RLS. for assignment. To print."
1898373,2024-12-23,Senate,2,"From printer. May be acted upon on or after January 20."
1898373,2025-01-06,Senate,3,"Read first time."
1898373,2025-01-29,Senate,4,"Referred to Com. on JUD."
1898373,2025-04-03,Senate,5,"Set for hearing April 22."
1898373,2025-04-08,Senate,6,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on JUD."
1903331,2025-01-06,Assembly,1,"Read first time. To print."
1903331,2025-01-07,Assembly,2,"From printer. May be heard in committee February 6."
1903331,2025-02-03,Assembly,3,"Referred to Com. on ED."
1903331,2025-03-13,Assembly,4,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 8. Noes 0.) (March 12). Re-referred to Com. on APPR."
1903331,2025-04-09,Assembly,5,"In committee: Set, first hearing. Referred to APPR. suspense file."
1903332,2025-01-06,Assembly,1,"Read first time. To print."
1903332,2025-01-07,Assembly,2,"From printer. May be heard in committee February 6."
1903332,2025-03-17,Assembly,3,"Referred to Coms. on H. & C.D. and L. GOV."
1903332,2025-03-17,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on H. & C.D. Read second time and amended."
1903332,2025-03-18,Assembly,5,"Re-referred to Com. on H. & C.D."
1903333,2025-01-06,Assembly,1,"Read first time. To print."
1903333,2025-01-07,Assembly,2,"From printer. May be heard in committee February 6."
1903333,2025-02-03,Assembly,3,"Referred to Com. on Higher ED."
1903333,2025-03-19,Assembly,4,"Coauthors revised."
1903333,2025-03-19,Assembly,5,"From committee: Do pass and re-refer to Com. on APPR. with recommendation: To Consent Calendar. (Ayes 9. Noes 0.) (March 18). Re-referred to Com. on APPR."
1903333,2025-04-09,Assembly,6,"In committee: Set, first hearing. Referred to APPR. suspense file."
1903334,2025-01-06,Assembly,1,"Read first time. To print."
1903334,2025-01-07,Assembly,2,"From printer. May be heard in committee February 6."
1903334,2025-02-03,Assembly,3,"Referred to Coms. on A.,E.,S.,T. and ED."
1903334,2025-02-03,Assembly,4,"Referred to Coms. on A.,E.,S., & T. and ED."
1903334,2025-04-01,Assembly,5,"In committee: Set, first hearing. Failed passage."
1903334,2025-04-01,Assembly,6,"In committee: Reconsideration refused."
1903334,2025-04-02,Assembly,7,"From committee: Without further action pursuant to Joint Rule 62(a)."
1903335,2025-01-06,Assembly,1,"Read first time. To print."
1903335,2025-01-07,Assembly,2,"From printer. May be heard in committee February 6."
1903335,2025-02-03,Assembly,3,"Referred to Com. on Higher ED."
1903335,2025-03-19,Assembly,4,"From committee: Amend, and do pass as amended and re-refer to Com. on APPR. (Ayes 6. Noes 2.) (March 18)."
1903335,2025-03-20,Assembly,5,"Read second time and amended."
1903335,2025-03-24,Assembly,6,"Re-referred to Com. on APPR."
1903335,2025-04-09,Assembly,7,"In committee: Set, first hearing. Referred to APPR. suspense file."
1903336,2025-01-06,Assembly,1,"Read first time. To print."
1903336,2025-01-07,Assembly,2,"From printer. May be heard in committee February 6."
1903336,2025-03-10,Assembly,3,"Referred to Com. on JUD."
1903336,2025-03-17,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on JUD. Read second time and amended."
1903336,2025-03-18,Assembly,5,"Re-referred to Com. on JUD."
1903336,2025-03-20,Assembly,6,"From committee chair, with author's amendments: Amend, and re-refer to Com. on JUD. Read second time and amended."
1903336,2025-03-24,Assembly,7,"Re-referred to Com. on JUD."
1903336,2025-03-24,Assembly,8,"In committee: Set, first hearing. Hearing canceled at the request of author."
1903336,2025-04-08,Assembly,9,"From committee: Do pass and re-refer to Com. on APPR. with recommendation: To Consent Calendar. (Ayes 12. Noes 0.) (April 8). Re-referred to Com. on APPR."
1903337,2025-01-06,Assembly,1,"Read first time. To print."
1903337,2025-01-07,Assembly,2,"From printer. May be heard in committee February 6."
